0,1,2,3,4,Failure Type
0.37499285,0.21738957,-0.32712767,1.0149255,-0.16513762,No Failure
0.71874344,0.43477914,2.0505319,-1.3283585,0.8165138,No Failure
0.6562494,0.43477914,-0.8005319,0.6268656,0.018348623,No Failure
-0.21875298,-0.43477914,-0.68351066,0.29104465,-0.24770643,No Failure
0.74999523,0.7825972,0.09840426,0.3507464,-0.12844037,No Failure
-0.6249976,-0.91303885,0.22074468,0.12686574,-0.32110092,No Failure
1.1874917,1.2608569,-0.09840426,0.35820895,-0.27522936,No Failure
0.74999523,0.7825972,-0.8218085,1.0522388,0.1559633,No Failure
-0.37500238,-0.043480568,1.4601064,-1.0820898,-0.5229358,No Failure
0.68749166,0.43477914,0.23670213,-0.529851,0.44036698,No Failure
-0.43749642,-0.17390901,0.6781915,-0.9179107,0.25688073,No Failure
0.43749642,0.13042843,-0.082446806,-0.044776298,0.33027524,No Failure
-0.28124702,-0.69564927,-0.07180851,0.007462574,0.36697248,No Failure
0.03125179,0.65216875,-0.02925532,0.06716402,-0.44036698,No Failure
-0.21875298,-0.4782597,0.5930851,-0.597015,0.64220184,No Failure
0.124997616,0.6086882,0.8484042,-0.32089552,0.018348623,No Failure
-0.5,-0.7826104,-0.6409575,0.7686568,-0.78899086,No Failure
0.03125179,-0.26087013,-0.34840426,0.64179105,0.24770643,No Failure
-0.5625036,-0.65216875,-0.013297873,-0.14179118,0.3119266,No Failure
-0.90624464,-0.69564927,0.43882978,-0.014925432,-0.95412844,No Failure
0.68749166,0.3912986,-0.42819148,0.082089454,0.6788991,No Failure
0.03125179,0.65216875,0.56648934,-0.38805982,0.95412844,No Failure
0.8124988,0.21738957,1.0026596,-1.0074629,-0.95412844,No Failure
-0.6249976,-0.91303885,-0.6781915,0.64179105,0.44036698,No Failure
-0.5625036,-0.69564927,0.19414894,-0.597015,0.5963303,No Failure
0.18750119,0.043480568,1.9973404,-1.1492541,-0.40366971,No Failure
-0.43749642,-0.21738957,0.0026595744,0.4850747,0.82568806,No Failure
-0.40625417,-0.21738957,0.5930851,-0.932836,0.32110092,No Failure
0.5,0.0,-0.52925533,0.73880595,-0.96330273,No Failure
0.124997616,0.8260777,2.5718086,-1.5597019,0.32110092,No Failure
-0.4687482,-0.26087013,0.4175532,-0.47014928,-0.34862384,No Failure
-0.6562494,-0.9565194,-0.10372341,-0.17910463,0.22018349,No Failure
0.124997616,-0.34783128,-0.68351066,0.64179105,0.94495416,No Failure
0.09374583,0.6086882,0.8537234,-0.8358211,0.26605505,No Failure
1.062494,1.2173764,0.013297873,0.34328353,0.027522936,No Failure
0.1562494,-0.3043507,-0.16223404,0.29104465,1.2477064,No Failure
-0.781247,-0.6086882,0.83776593,-0.6044779,-0.5412844,No Failure
0.6562494,0.5652076,0.19414894,-0.2089552,-0.6513761,No Failure
-0.6249976,-0.043480568,-0.57712764,0.21641777,-0.39449543,No Failure
0.6562494,0.4782597,-0.75265956,0.94029856,0.6238532,No Failure
-0.3124988,0.17390901,-0.43882978,0.64179105,-0.29357797,No Failure
0.24999523,0.26087013,0.082446806,0.11194032,0.9357798,No Failure
0.1562494,0.69564927,-0.5984042,0.8880597,0.9357798,No Failure
0.40624464,0.26087013,-0.6675532,0.77611935,-0.7614679,No Failure
0.4687482,0.4782597,0.125,0.26119408,-0.1559633,No Failure
-0.5625036,-0.21738957,0.15691489,-0.0074628587,-0.24770643,No Failure
-1.1249976,-1.0869479,-0.46010637,0.2985075,-0.018348623,No Failure
